Claim Text,Source of Verification,url,Given Label,Filtered Label
"China to euthanise 20,000 novel coronavirus patients",factcheck.afp.com,https://factcheck.afp.com/hoax-report-claims-china-sought-supreme-court-approval-euthanise-20000-coronavirus-patients,False,false
Garlic water can cure coronavirus,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-post-claiming-garlic-water-can-cure-novel-coronavirus-is-fake/,False,false
"Says ""the coronavirus was engineered by scientists in a lab.""",politifact.com,https://www.politifact.com/factchecks/2020/feb/10/naturalnewscom/health-misinformation-site-promotes-conspiracy-abo/,False,false
Broiler Chicken causes Coronavirus,altnews.in,https://www.altnews.in/coronavirus-in-broiler-chicken-h5n1-bird-flu-outbreak-in-china-falsely-linked-with-cov/,False,false
"""We’ve gotten the highest poll numbers of anybody for this kind of thing.”",nytimes.com,https://www.nytimes.com/2020/03/05/us/politics/trump-coronavirus-fact-check.html,This is misleading.,false
"""They’re going to have vaccines, I think, relatively soon.""",nytimes.com,https://www.nytimes.com/2020/03/05/us/politics/trump-coronavirus-fact-check.html,False,false
"""The Obama administration made a decision on testing and that turned out to be very detrimental to what we’re doing, and we undid that decision a few days ago.”",nytimes.com,https://www.nytimes.com/2020/03/05/us/politics/trump-coronavirus-fact-check.html,This is misleading.,false
"""You lose 27,000 people to the common flu.”",nytimes.com,https://www.nytimes.com/2020/03/05/us/politics/trump-coronavirus-fact-check.html,"Accurate figures, misleading comparison",false
“The United States is right now ranked by far No. 1 in the world for preparedness.”,nytimes.com,https://www.nytimes.com/2020/03/05/us/politics/trump-coronavirus-fact-check.html,This is misleading.,false
"""Anybody that needs a test can have a test.""",nytimes.com,https://www.nytimes.com/2020/03/05/us/politics/trump-coronavirus-fact-check.html,False.,false
"""It took Barack Obama until October of 2009 to declare Swine Flu a National Health Emergency. It began in April of ’09 but Obama waited until 20,000 people in the US had been hospitalized & 1,000+ had died.""",nytimes.com,https://www.nytimes.com/2020/03/05/us/politics/trump-coronavirus-fact-check.html,False.,false
Marijuana kills coronavirus,boomlive.in,https://www.boomlive.in/fake-news/marijuana-kills-coronavirus-meme-viral-with-false-claims-6831,False,false
"Novel coronavirus case discovered in Hurstville suburb of Sydney, Australia",factcheck.afp.com,https://factcheck.afp.com/photo-was-circulated-hoax-new-south-wales-health-authority-said-it-unrelated-novel-coronavirus,False,false
Weed or cannabis can kill the novel coronavirus.,fit.thequint.com,https://fit.thequint.com/fit-webqoof/fit-webqoof-could-weed-kill-the-novel-coronavirus,False,false
Wuhans citizens are shouting due to the fear of Coronavirus,boomlive.in,https://www.boomlive.in/fake-news/video-of-wuhan-residents-mourning-doctors-death-shared-with-false-claims-6834,False,false
"Bats in a roof in Hubei, China have been discovered as the source of coronavirus",thequint.com,https://www.thequint.com/news/webqoof/video-of-bats-in-roof-china-source-of-coronavirus-fact-check,False,false
"China seeks court approval to kill over 20,000 Coronavirus patients",boomlive.in,https://www.boomlive.in/fake-news/false-china-seeks-court-approval-to-kill-over-20000-coronavirus-patients-6812,False,false
"China seek for court’s approval to kill the over 20,000 coronavirus patients to avoid further spread of the virus",altnews.in,https://www.altnews.in/no-china-did-not-seek-courts-approval-to-kill-over-20000-coronavirus-patients/,False,false
"A Facebook post from February 1, 2020 claims the current 2019 novel coronavirus is more deadly than HIV or Ebola.",factcheck.aap.com.au,https://factcheck.aap.com.au/social-media-claims/2019-novel-coronavirus-not-more-deadly-than-ebola-or-hiv,False -  The primary claims of the content are factually inaccurate.,false
Bats found under the tiles of many roofs in China were the source of Coronavirus.,factly.in,https://factly.in/old-unrelated-video-of-bats-is-being-shared-as-a-video-from-china-in-the-context-of-coronavirus/,FALSE,false
China seeks court's approval to kill coronavirus patients to avoid spread of virus,thequint.com,https://www.thequint.com/news/webqoof/china-seeks-approval-to-kill-coronavirus-patients-no-its-a-hoax-website-fact-check,False,false
"China has sought to kill 20,000 coronavirus patients to control the spread of the virus.",indiatoday.in,https://www.indiatoday.in/fact-check/story/china-permission-court-kill-thousands-coronavirus-petients-viral-1644347-2020-02-07,False,false
Bats nests under roofs caused novel coronavirus in China,factcheck.afp.com,https://factcheck.afp.com/video-shows-workmen-uncovering-bat-infested-roof-us-state-florida-2011,False,false
Chinese leader prays at mosque after novel coronavirus outbreak,factcheck.afp.com,https://factcheck.afp.com/video-shows-chinese-president-xi-jinping-visiting-mosque-china-2016,False,false
Prime Minister of China went to Mosque to pray as the only way protect himself from Coronavirus.,boomlive.in,https://www.boomlive.in/fake-news/no-the-chinese-pm-did-not-visit-a-mosque-to-protect-himself-from-coronavirus-6763,False,false
This video shows coronavirus patients in China,factcheck.afp.com,https://factcheck.afp.com/viral-video-shows-high-school-initiation-south-africa,The people in the video are not coronavirus patients,false
Lysol label is evidence that novel coronavirus is not new,factcheck.afp.com,https://factcheck.afp.com/lysol-product-labels-are-not-evidence-novel-coronavirus-conspiracy,Misleading,false
Chinese President Xi Jinping has been visiting mosques to offer special prayers to protect China from the national disaster of Coronavirus.,boomlive.in,https://www.boomlive.in/fake-news/old-photos-of-xi-jinpings-mosque-visit-falsely-linked-to-coronavirus-6803,False,false
Egyptian doctor who invented coronavirus vaccine,factcheck.afp.com,https://factcheck.afp.com/photo-shows-egyptian-doctor-who-discovered-mers-coronavirus-he-did-not-invent-vaccine,MISLEADING,false
Woman infected with novel coronavirus collapses in Malaysia,factcheck.afp.com,https://factcheck.afp.com/womans-family-said-there-no-evidence-she-died-after-contracting-novel-coronavirus,Misleading,false
Eating infant flesh caused novel coronavirus outbreak,factcheck.afp.com,https://factcheck.afp.com/no-photo-shows-piece-performance-art-created-chinese-artist-2000,False,false
Pigs being burnt alive in pit by China government over fear of coronavirus,thequint.com,https://www.thequint.com/news/webqoof/video-of-pigs-being-burnt-alive-in-pit-by-china-government-over-coronavirus-fact-check,False,false
coronavirus discovered in broilers chicken,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-post-claiming-coronavirus-discovered-in-broilers-chicken-in-recent-outbreak-is-fake/,False,false
People fallen on the road due to Coronavirus,altnews.in,https://www.altnews.in/people-lying-on-the-road-as-part-of-an-art-project-in-germany-falsely-linked-to-coronavirus/,False,false
"Doctored Screenshots Claim China’s Coronavirus Deaths Over 24,000",thequint.com,https://www.thequint.com/news/webqoof/alleged-data-leak-by-tencent-revealing-over-24000-deaths-in-china-due-to-coronavirus-fact-check,False,false
2019 novel Coronavirus can be cured by one bowl of freshly boiled garlic.,factly.in,https://factly.in/garlic-is-healthy-but-no-evidence-that-it-protects-people-from-the-new-coronavirus-says-who/,FALSE,false
Video shows Wuhan market in China where coronavirus originated,thequint.com,https://www.thequint.com/news/webqoof/wuhan-market-where-coronavirus-originated-fact-check,False,false
Videos of Pigs being buried in China due to the Coronavirus outbreak.,factly.in,https://factly.in/old-videos-are-being-falsely-shared-as-pigs-buried-in-china-due-to-the-coronavirus-outbreak/,FALSE,false
Chinese government kiiling pigs to control the coronavirus.,altnews.in,https://www.altnews.in/old-videos-shot-during-african-swine-fever-outbreak-viral-amid-cornonavirus-pandemic/,False,false
India issues emergency warning over novel coronavirus,factcheck.afp.com,https://factcheck.afp.com/indian-health-ministry-said-it-did-not-issue-emergency-warning-text-message,FALSE,false
Photo of Chinese Premier Li Keqiang dines in Wuhan during his visit to the coronavirus epicentre,factcheck.afp.com,https://factcheck.afp.com/photo-was-taken-during-li-keqiangs-visit-quake-stricken-sichuan-2013,False,false
Chinese president Xi Jinping visiting mosque during coronavirus outbreak,altnews.in,https://www.altnews.in/old-video-of-chinese-pres-xi-jinping-visiting-mosque-shared-as-recent-during-coronavirus-outbreak/,False,false
The 2019 novel coronavirus has triggered multiple false and misleading claims about the origins of the disease outbreak across social media. A new claim is that the potentially deadly infection is a “man-made” combination of parts of the HIV-1 virus and the SARS virus.,aap.com.au,https://www.aap.com.au/the-2019-coronavirus-is-not-a-man-made-combination-of-hiv-and-sars-viruses/,"Based on the evidence, AAP FactCheck found the Facebook post to be false. There is no scientific evidence that the 2019 novel coronavirus is a combination of the SARS and HIV - 1 viruses and there is also no evidence that it was man-made or created in the Wuhan Institute of Virology.",false
Confirmed coronavirus cases in Calgary and Edmonton,factcheck.afp.com,https://factcheck.afp.com/false-novel-coronavirus-warnings-circulating-alberta,False,false
Unani practices can prevent coronavirus outbreak,altnews.in,https://www.altnews.in/ayush-ministrys-claim-that-unani-practices-can-prevent-coronavirus-infection-is-false/,False,false
The coronavirus isn’t new because “Lysol has it listed as one of the viruses that it kills.”,politifact.com,https://www.politifact.com/factchecks/2020/feb/05/viral-image/no-lysol-label-doesnt-prove-coronavirus-isnt-new/,False,false
A Facebook post claims research has confirmed that the 2019 coronavirus is a man-made combination of the SARS and HIV viruses.,factcheck.aap.com.au,https://factcheck.aap.com.au/social-media-claims/the-2019-coronavirus-is-not-a-man-made-combination-of-hiv-and-sars,False - The primary claims of the content are factually inaccurate.,false
Chinese prime minister offered prayer at mosque after novel coronavirus breakout in Wuhan,factcheck.afp.com,https://factcheck.afp.com/video-shows-former-malaysian-prime-minister-praying-beijing-mosque-2004,False,false
Dettol kills Coronavirus. The company knew about the Coronavirus back in October 2019.,factly.in,https://factly.in/coronavirus-mentioned-on-dettol-is-previous-strains-of-coronavirus-not-2019-ncov/,MISLEADING,false
Social media users are questioning the origins of the 2019 Novel Coronavirus as it continues to spread after discovering that some Dettol cleaning products “kill” the human coronavirus.,aap.com.au,https://www.aap.com.au/dettol-effective-against-known-strains-not-2019-novel-coronavirus/,"Based on the evidence, AAP FactCheck found the Facebook post to be a mixture of true and false information. Coronavirus, which was first identified in the mid-1960s, is an umbrella term used to describe different strains of the illness ranging from the common cold to SARS coronavirus and MERS coronavirus and also the 2019 Novel Coronavirus. The Dettol Surface Cleanser, which lists Human Coronavirus as a microbe the product is able to eliminate, is produced by Dettol UK. The company says they have not tested their products on the 2019 Novel Coronavirus and there is no evidence at this stage they would be able to kill the new strain.",false
"No, Dettol Won't Kill Novel Coronavirus",fit.thequint.com,https://fit.thequint.com/health-news/dettol-wont-kill-novel-coronavirus,False,false
Herbal plant an antibiotic to treat novel coronavirus,factcheck.afp.com,https://factcheck.afp.com/philippine-health-experts-dismiss-misleading-online-claim-tinospora-crispa-plants-can-treat-novel,Misleading,false
Chinese Prime Minister Li Keqiang visiting a Mosque and offering prayers seeking protection to the country from Coronavirus.,factly.in,https://factly.in/2015-video-of-former-malaysian-pm-falsely-shared-in-the-context-of-coronavirus-outbreak-in-china/,FALSE,false
Sri Lanka has eradicated coronavirus,factcheck.afp.com,https://factcheck.afp.com/sri-lankan-health-experts-refute-misleading-online-claim-country-has-eradicated-novel-coronavirus,Misleading,false
Drinking water will cure coronavirus,factcheck.afp.com,https://factcheck.afp.com/health-authorities-did-not-say-drinking-water-will-prevent-coronavirus,False,false
"An Instagram post from January 31, 2020 features a claim that WHO has called the coronavirus “a plague and it has infected an estimated 340,000 people in China and killed 75,000.",factcheck.aap.com.au,https://factcheck.aap.com.au/social-media-claims/who-has-not-labelled-coronavirus-a-plague-and-it-has-not-killed-75000,"False - The primary claims of the content are factually inaccurate. Based on the evidence, AAP FactCheck found the Instagram post to be false. While the WHO has declared the 2019 coronavirus outbreak as a Public Health Emergency of International Concern, it has not deemed the outbreak as a “plague”. Also the number of infections and deaths globally are far below the numbers claimed in the post. Although the Instagram user labelled the claim in their first upload with “cap”, potentially indicating the post was false, many users appear unaware the post contains false information.",false
Broiler Chicken has Coronavirus,boomlive.in,https://www.boomlive.in/health/false-coronavirus-found-in-broiler-chickens-6757,False,false
Video shows pigs being burnt alive by Chinese government to control outbreak of Corona virus,boomlive.in,https://www.boomlive.in/fake-news/videos-of-mass-culling-of-pigs-to-stop-swine-fever-falsely-linked-to-coronavirus-6761,Misleading,false
"As cases of the 2019 Novel Coronavirus continue to climb, information on the number of people infected and the World Health Organisation’s (WHO) response to the outbreak continues to spread on social media.",aap.com.au,https://www.aap.com.au/the-who-has-not-labelled-coronavirus-a-plague-and-the-virus-has-not-killed-75000-people/,"Based on the evidence, AAP FactCheck found the Instagram post to be false. While the WHO has declared the 2019 coronavirus outbreak as a Public Health Emergency of International Concern, it has not deemed the outbreak as a “plague”. Also the number of infections and deaths globally are far below the numbers claimed in the post. Although the Instagram user labelled the claim in their first upload with “cap”, potentially indicating the post was false, many users appear unaware the post contains false information.",false
Video of a family died due to novel Coronavirus.,factly.in,https://factly.in/video-of-a-family-died-due-to-novel-coronavirus-no-an-old-unrelated-video/,FALSE,false
Drinking garlic water can cure novel coronavirus,factcheck.afp.com,https://factcheck.afp.com/health-experts-refute-false-claims-drinking-boiled-garlic-water-cures-novel-coronavirus,False,false
Chinese PM offering namaz to cure coronavirus,thequint.com,https://www.thequint.com/news/webqoof/china-pm-offering-namaz-to-cure-coronavirus-fact-check,False,false
Novel coronavirus transmitted through worms in food and drink?,factcheck.afp.com,https://factcheck.afp.com/indian-health-experts-say-there-no-evidence-link-between-novel-coronavirus-transmission-and-specific,Misleading,false
FIT WebQoof: Did Coronavirus Come From Chicken?,fit.thequint.com,https://fit.thequint.com/health-news/coronavirus-cause-fact-check-chicken-not-origin,False,false
The corona virus is possibly caused due to the use of rhino horn,factcheck.afp.com,https://factcheck.afp.com/not-only-source-virus-unknown-dead-cells-inside-rhino-horn-also-are-incapable-keeping-it-alive,False,false
Coronavirus victims in China.,factly.in,https://factly.in/2014-image-from-germany-is-being-shared-as-coronavirus-victims-in-china/,FALSE,false
Steaming face masks makes them reusable during coronavirus outbreak,factcheck.afp.com,https://factcheck.afp.com/novel-coronavirus-health-experts-warn-against-steaming-face-masks-reuse-after-misinformation-chinese,FALSE,false
Prime Minister of China visiting mosque to pray during Coronavirus outbreak,altnews.in,https://www.altnews.in/old-video-of-ex-malaysian-pm-viral-as-chinese-pm-praying-in-a-mosque-amid-coronavirus-outbreak/,False,false
"FIT WebQoof: No, Garlic Water Cannot ‘Cure’ Coronavirus",fit.thequint.com,https://fit.thequint.com/fit-webqoof/fact-check-garlic-water-to-cure-coronavirus,False,false
Doctor compares blood samples of a healthy person and a coronavirus patient,factcheck.afp.com,https://factcheck.afp.com/video-was-made-student-college-project-it-does-not-show-trained-doctor,False,false
"More than 300,000 infected with novel coronavirus in China",factcheck.afp.com,https://factcheck.afp.com/chinese-authorities-have-not-recorded-300000-confirmed-novel-coronavirus-cases-there-no-precise,False,false
"Coronavirus source found as bat infestation under roofs in Hubei, China.",boomlive.in,https://www.boomlive.in/fake-news/bat-infestation-video-from-florida-falsely-shared-as-coronavirus-source-found-6747,False,false
Video of the new hospital set up by China for Coronavirus patients,factly.in,https://factly.in/no-the-video-doesnt-show-the-new-hospital-set-up-by-china-for-coronavirus-patients/,FALSE,false
"7News article warning of coronavirus case in the Macarthur area, near Sydney, Australia.",factcheck.afp.com,https://factcheck.afp.com/australian-health-officials-dismiss-hoax-report-about-new-novel-coronavirus-case-outside-sydney,False,false
People died on the streets in China due to the new coronavirus,factcheck.afp.com,https://factcheck.afp.com/2014-photo-people-participating-art-project-frankfurt-germany,False,false
"""[T]he label of the popular Lysol already show that the product Kill the Coronavirus, so that means that this Virus is nothing new.”",factcheck.org,https://www.factcheck.org/2020/01/no-clorox-and-lysol-didnt-already-know-about-new-coronavirus/,False,false
"The Queensland government issued a warning over the novel coronavirus against Wuhan, China, and Queensland suburbs with large Chinese population",factcheck.afp.com,https://factcheck.afp.com/china-coronavirus-australia-refutes-claims-travel-warning-was-issued-queensland-suburbs,FALSE,false
Health Ministry issued this Coronavirus advisory,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-fake-post-on-coronavirus-outbreak-attributed-to-health-ministry-advisory-getting-viral/,False,false
Singapore shut down train station for disinfection after novel coronavirus case,factcheck.afp.com,https://factcheck.afp.com/china-coronavirus-singapore-denies-it-closed-subway-station-after-novel-coronavirus-discovery,False,false
"MythBusters: No, Eating Spicy Food Will Not Give You Coronavirus",fit.thequint.com,https://fit.thequint.com/fit-webqoof/coronavirus-myths-busted-prevention-and-cure,False,false
The coronavirus was created in Canada and stolen by Chinese spies,factcheck.afp.com,https://factcheck.afp.com/chinese-spies-did-not-steal-deadly-coronavirus-canada,False,false
"Zimbabwe's Chronicle newspaper published a banner which reads: ""Coronavirus alert in Hwange'.",zimfact.org,https://zimfact.org/why-the-chronicles-sensationalist-coronavirus-banner-is-misleading/,"The newspaper's banner is sensational and alarmist and does not match the contents of the story. The banner went viral on social media, where it was largely interpreted to mean that Hwange had a reported case of coronavirus. This is not true.",false
Image showing deadbodies of those infected with Coronavirus lying on the roads,boomlive.in,https://www.boomlive.in/fake-news/corpses-strewn-on-chinas-streets-after-outbreak-of-coronavirus-a-factcheck-6730,False,false
Pakistan issues warning against eating goat following coronavirus outbreak,factcheck.afp.com,https://factcheck.afp.com/china-coronavirus-pakistani-officials-deny-they-issued-warning-over-dangers-eating-goat-meat,False,false
List of food and Australian suburbs contaminated by coronavirus,factcheck.afp.com,https://factcheck.afp.com/china-coronavirus-australian-authorities-refute-hoax-about-contaminated-foods-and-locations,False,false
Bill and Melinda Gates Foundation is linked to spread of coronavirus,fit.thequint.com,https://fit.thequint.com/fit-webqoof/fit-debunks-lies-that-surround-the-bill-and-melinda-gates-foundation-who-among-others-about-the-coronavirus-vaccine,False,false
China's coronavirus can spread via cold drinks ice creams milkshakes and preserved food.,fit.thequint.com,https://fit.thequint.com/fit-webqoof/fit-webqoof-can-china-coronavirus-spread-via-cold-drinks-ice-cream-fact-check,False,false
Girl died because of coronavirus,thequint.com,https://www.thequint.com/news/webqoof/video-of-malayasian-woman-collapsing-shared-as-death-due-to-coronavirus,False,false
Jacob Rothschild owns a patent to coronavirus.,fullfact.org,https://fullfact.org/online/Rothschild-coronavirus/,Incorrect. There is no patent to the new coronavirus discovered recently in Wuhan.,false
"Says a ""Clorox bottle claimed it could kill (the 2019 coronavirus)... before it was developed.""",politifact.com,https://www.politifact.com/factchecks/2020/jan/30/facebook-posts/clorox-bottles-dont-prove-coronavirus-was-develope/,False,false
The lab from which the coronavirus originated has a similar symbol as the lab responsible for a mass outbreak in the Resident Evil games.,fullfact.org,https://fullfact.org/online/wuhan-resident-evil-coronavirus/,"The source of the new coronavirus outbreak in Wuhan has not yet been identified. The lab is based in Shanghai, not Wuhan and there is no reason to think it has anything to do with the new coronavirus.",false
"Claims that the coronavirus originating in Wuhan, China escaped from a lab and has caused 100,000-plus infections in Wuhan.",factcheck.aap.com.au,https://factcheck.aap.com.au/social-media-claims/no-evidence-2019-coronavirus-came-from-a-chinese-lab,"Based on the evidence, AAP FactCheck found the Facebook post to be false. There is no evidence that the 2019 Novel Coronavirus came from a Chinese laboratory. Based on current information, the WHO says the virus most likely originated in an animal. The US CDC has linked the initial virus infections to a live animal market in Wuhan. The number of cases of infection with the coronavirus in Wuhan has not reached 100,000 as claimed in the video. Data from China's National Health Commission and a monitoring tool created by Johns Hopkins University show the totals to be much lower in Hubei province - where Wuhan is located - at 3,554, and in mainland China, where the count was at 7,711 on January 30.  False - The primary claims of the content are factually inaccurate.",false
"The graphic purports to provide 'The Facts' about the latest coronavirus (2019-nCoV), but contains a number of errors and misleading information.",namibiafactcheck.org.na,https://namibiafactcheck.org.na/report/mostly-false-graphic-of-questionable-origin-misleads-with-coronavirus-facts/,MOSTLY FALSE: Graphic of questionable origin misleads with coronavirus 'facts',false
Says drinking a bleach solution will prevent you from getting the coronavirus.,politifact.com,https://www.politifact.com/factchecks/2020/jan/30/tweets/no-drinking-bleach-will-not-ward-coronavirus/,Pants on Fire,false
Video shows a girl collapsed and died after being infected by Coronavirus,boomlive.in,https://www.boomlive.in/fake-news/young-woman-who-collapsed-in-malaysian-supermarket-died-of-heart-failure-not-coronavirus-6708,False,false
A girl dying of Coronavirus.,factly.in,https://factly.in/no-the-girl-in-the-video-has-not-died-due-to-coronavirus/,FALSE,false
Photo of people lying dead on a street due to coronavirus,thequint.com,https://www.thequint.com/news/webqoof/photo-of-people-lying-dead-on-a-street-due-to-coronavirus-fact-check,False,false
“BILL AND MELINDA GATES FOUNDATION & OTHERS PREDICTED UP TO 65 MILLION DEATHS VIA CORONAVIRUS — IN SIMULATION RAN 3 MONTHS AGO!”,factcheck.org,https://www.factcheck.org/2020/01/new-coronavirus-wasnt-predicted-in-simulation/,False,false
Video Shows Effects Of Coronavirus,boomlive.in,https://www.boomlive.in/health/false-this-video-does-not-show-effects-of-coronavirus-6685,False,false
"A Facebook post from January 27, 2020 claims coronavirus has contaminated a list of food products and that several Sydney train stations ""have shown positive readings to the virus"".",factcheck.aap.com.au,https://factcheck.aap.com.au/social-media-claims/post-makes-false-claims-about-coronavirus-in-foods-at-train-stations,False,false
Corona virus video of worm removed from lipq,altnews.in,https://www.altnews.in/video-of-parasite-removal-from-a-persons-lip-falsely-linked-with-coronavirus/,False,false
Health Ministry's emergency notification asks people to keep their throat moist to prevent the Coronavirus attack.,factly.in,https://factly.in/keep-your-throat-moist-advisory-message-on-coronavirus-was-not-issued-by-the-health-ministry/,FALSE,false
Man infected with coronavirus collapses in Colombo World Trade Center,factcheck.afp.com,https://factcheck.afp.com/sri-lankan-authorities-say-man-suffered-condition-unrelated-novel-coronavirus,Misleading,false
Homeopathy ayurveda can prevent coronavirus,fit.thequint.com,https://fit.thequint.com/health-news/ayush-ministry-homeopathy-ayurveda-coronavirus-fact-check,False,false
"Most Urgent,Very Serious, Important information*📣 Ministry of health’s emergency notification to the public that the Coronavirus influenza outbreak this time is very very serious & fatal. There's no cure once you are infected. Its spreading from China to various countries Prevention method is to keep your throat moist, do not let your throat dry up. Thus do not hold your thirst because once your membrane in your throat is dried, the virus will invade into your body within 10 mins. Drink 50-80cc warm water, 30-50cc for kids, according to age. Everytime u feel your throat is dry, do not wait, keep water in hand. Do not drink plenty at one time as it doesn’t help, instead continue to keep throat moist. Till end of March 2020, do not go to crowded places, wear mask as needed especially in train or public transportation Avoid fried or spicy food and load up vitamin C. The symptoms/ description are 1.repeated high fever 2.prolonged coughing after fever 3.Children are prone 4.Adults usually feel uneasy,*headache and mainly respiratory related 5: highly contagious🚨 Pls share if you care for human life!",namibiafactcheck.org.na,https://namibiafactcheck.org.na/report/false-viral-message-about-coronavirus-is-a-global-hoax/,FALSE: Viral message about coronavirus is a global hoax,false
5G wrecks immune systems and that is why people in Wuhan are suffering with this illness.,fullfact.org,https://fullfact.org/online/wuhan-5g-coronavirus/,"There is no evidence that 5G can harm humans, or their immune systems.",false
"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.""",politifact.com,https://www.politifact.com/factchecks/2020/jan/28/blog-posting/no-evidence-chinese-officials-will-say-coronavirus/,False,false
"A post seeks to link a Saudi Arabian MERS vaccine study to the current coronavirus outbreak that originated in Wuhan, China.",factcheck.aap.com.au,https://factcheck.aap.com.au/social-media-claims/saudi-mers-vaccine-study-is-not-related-to-2020-coronavirus-outbreak,"False - Based on the evidence, AAP FactCheck found the Facebook post to be false. The Saudi clinical trial is investigating a vaccine for the MERS Coronavirus strain, not the 2019 Novel Coronavirus.",false
"one should avoid cold drinks, ice creams, any type of preserved foods, milkshake, etc. older than 48 hours, for at least 90 days from today as you can be affected with coronavirus",vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-misinformation-related-to-coronavirus-outbreak-getting-viral/,False,false
Avoid ice cream and cold drinks for 90 days to avoid Coronavirus,boomlive.in,https://www.boomlive.in/health/can-avoiding-ice-creams-and-cold-drinks-for-90-days-prevent-coronavirus-6689,False,false
"Says China ""stole Coronavirus from Canada and weaponized it into a Bioweapon.""",politifact.com,https://www.politifact.com/factchecks/2020/jan/28/blog-posting/websites-spin-conspiracy-theory-about-coronavirus-/,False,false
"""CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.""",politifact.com,https://www.politifact.com/factchecks/2020/jan/28/facebook-posts/claim-reports-10000-dead-wuhan-coronavirus-pants-f/,Pants on Fire,false
"“China is surrounded by American military labs, and there is a U.S. consulate in Wuhan, the staff of which could have delivered the dangerous cargo to the PRC.”",polygraph.info,https://www.polygraph.info/a/russia-coronavirus-conspiracy-fact-check/30402622.html,Misleading,false
'Notification' on Coronavirus Neither From Health Min Nor Accurate,thequint.com,https://www.thequint.com/news/webqoof/fake-notification-by-ministry-of-health-on-coronavirus-goes-viral,False,false
A vaccine for the coronavirus was being trialled in January 2020 days before the outbreak.,fullfact.org,https://fullfact.org/online/coronavirus-vaccine/,Incorrect. The trial referenced was for a different type of coronavirus—Middle East respiratory syndrome (MERS).,false
The coronavirus patent was applied for in 2015.,fullfact.org,https://fullfact.org/online/wuhan-virus-patent-gates/,Incorrect. A company applied for a patent on a weakened version of a virus in the same family as the new Wuhan virus.,false
Ministry of Healths emergency notification to public for coronavirus,boomlive.in,https://www.boomlive.in/health/hoax-alert-viral-emergency-notification-on-coronavirus-is-fake-6682,False,false
Video related to the recent Coronavirus outbreak.,factly.in,https://factly.in/old-unrelated-video-falsely-shared-as-related-to-the-recent-coronavirus-outbreak/,FALSE,false
"Doctors say 11 million will die in Wuhan, China, due to new coronavirus",factcheck.afp.com,https://factcheck.afp.com/chinese-doctors-have-not-projected-11-million-people-quarantined-wuhan-china-will-die-coronavirus,False,false
"“CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.”",factcheck.org,https://www.factcheck.org/2020/01/misinformation-on-coronavirus-death-toll/,False,false
“[A]uthorities have identified that the international chemical-warfare terrorist ‘Samuel Whitcomb Hyde’ is behind the deadly China ‘coronavirus.'”,factcheck.org,https://www.factcheck.org/2020/01/comedian-sam-hyde-not-behind-spread-of-coronavirus/,False,false
Coronavirus: What Happened to 8 Held in China for Sharing ‘Hoaxes’,thequint.com,https://www.thequint.com/news/webqoof/coronavirus-what-happened-to-8-arrested-in-china-for-spreading-hoaxes,False,false
The CDC created and patented the coronavirus from Wuhan,factcheck.afp.com,https://factcheck.afp.com/coronavirus-plaguing-china-was-not-created-us-government-agency,False,false
"Says a coronavirus patent expired just as there is a ""sudden outbreak"" and, despite ""media fear-mongering,"" there is already a vaccine available.",politifact.com,https://www.politifact.com/factchecks/2020/jan/23/facebook-posts/there-outbreak-china-wuhan-coronavirus-there-not-v/,Pants on Fire,false
The Coronavirus is patented by the US,boomlive.in,https://www.boomlive.in/health/coronavirus-patented-why-social-media-posts-are-misleading-6661,Misleading,false
France has announced a ban on Africans traveling to Europe if they refuse the European vaccine for COVID-19.,boomlive.in,https://www.boomlive.in/world/no-france-will-not-ban-african-travelers-who-refuse-covid-19-vaccine-8481,False,false
TATA Health has issued a list of recommendations for people who test positive for COVID-19.,thelogicalindian.com,https://thelogicalindian.com/fact-check/tata-health-recommendations-covid-19-whatsapp-forward-21701,Misleading,false
A Facebook post claims the presence of some software on Android phones means a COVID-19 tracing app has been downloaded without the phone owner's knowledge.,aap.com.au,https://www.aap.com.au/what-it-really-means-when-covid-19-exposure-notifications-is-in-your-phone-settings/,False - The primary claims of the content are factually inaccurate.,false
"Italy “went against the WHO's ‘law’” against COVID-19 autopsies and “discovered covid is not a virus, but a bacterium” that “clots the blood and reduces the oxygen saturation.”",politifact.com,https://www.politifact.com/factchecks/2020/may/28/facebook-posts/covid-19-virus-not-bacterium/,False,false
"""In a very real sense, (Oklahoma has) flattened the curve. ... The number of cases in Oklahoma — it's declined precipitously.""",politifact.com,https://www.politifact.com/factchecks/2020/jun/16/mike-pence/has-oklahoma-flattened-curve-mike-pence-said/,False,false
Video Shows Fox News reports Donald Trump tests positive for COVID-19,boomlive.in,https://www.boomlive.in/fake-news/fox-news-clip-about-trump-testing-positive-for-covid-19-is-doctored-8168,False,false
